symbol,sector_code,sector_name,source,updated_at
301202,c33,C33金属制品业,证监会行业分类,2026-07-28
301203,n77,N77生态保护和环境治理业,证监会行业分类,2026-07-28
301205,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301206,c14,C14食品制造业,证监会行业分类,2026-07-28
301207,c27,C27医药制造业,证监会行业分类,2026-07-28
301208,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301209,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301210,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301211,c27,C27医药制造业,证监会行业分类,2026-07-28
301212,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301213,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301215,m74,M74专业技术服务业,证监会行业分类,2026-07-28
301216,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301217,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301218,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301219,c32,C32有色金属冶炼和压延加工业,证监会行业分类,2026-07-28
301220,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301221,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301222,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301223,c23,C23印刷和记录媒介复制业,证监会行业分类,2026-07-28
301225,c36,C36汽车制造业,证监会行业分类,2026-07-28
301226,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301227,c20,C20木材加工和木、竹、藤、棕、草制品业,证监会行业分类,2026-07-28
301228,m74,M74专业技术服务业,证监会行业分类,2026-07-28
301229,c36,C36汽车制造业,证监会行业分类,2026-07-28
301230,m73,M73研究和试验发展,证监会行业分类,2026-07-28
301231,r86,R86新闻和出版业,证监会行业分类,2026-07-28
301232,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301233,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
301234,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301235,e49,E49建筑安装业,证监会行业分类,2026-07-28
301236,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301237,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
301238,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301239,q84,Q84卫生,证监会行业分类,2026-07-28
301246,c27,C27医药制造业,证监会行业分类,2026-07-28
301248,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301251,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301252,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301255,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301256,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301257,m73,M73研究和试验发展,证监会行业分类,2026-07-28
301258,c27,C27医药制造业,证监会行业分类,2026-07-28
301259,n77,N77生态保护和环境治理业,证监会行业分类,2026-07-28
301260,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301261,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301262,i63,I63电信、广播电视和卫星传输服务,证监会行业分类,2026-07-28
301263,f51,F51批发业,证监会行业分类,2026-07-28
301265,c42,C42废弃资源综合利用业,证监会行业分类,2026-07-28
301266,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301267,q84,Q84卫生,证监会行业分类,2026-07-28
301268,c33,C33金属制品业,证监会行业分类,2026-07-28
301269,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301270,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301272,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301273,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301275,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301276,c18,C18纺织服装、服饰业,证监会行业分类,2026-07-28
301277,c27,C27医药制造业,证监会行业分类,2026-07-28
301278,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301279,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301280,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301281,c27,C27医药制造业,证监会行业分类,2026-07-28
301282,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301283,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301285,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301286,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301287,c24,C24文教、工美、体育和娱乐用品制造业,证监会行业分类,2026-07-28
301288,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301289,m74,M74专业技术服务业,证监会行业分类,2026-07-28
301290,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301291,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301292,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301293,q84,Q84卫生,证监会行业分类,2026-07-28
301295,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301296,c22,C22造纸和纸制品业,证监会行业分类,2026-07-28
301297,m74,M74专业技术服务业,证监会行业分类,2026-07-28
301298,c36,C36汽车制造业,证监会行业分类,2026-07-28
301299,i64,I64互联网和相关服务,证监会行业分类,2026-07-28
301300,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301301,c27,C27医药制造业,证监会行业分类,2026-07-28
301302,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301303,c40,C40仪器仪表制造业,证监会行业分类,2026-07-28
301305,n77,N77生态保护和环境治理业,证监会行业分类,2026-07-28
301306,m74,M74专业技术服务业,证监会行业分类,2026-07-28
301307,c33,C33金属制品业,证监会行业分类,2026-07-28
301308,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301309,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301310,c36,C36汽车制造业,证监会行业分类,2026-07-28
301311,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301312,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301313,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301314,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301315,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301316,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301317,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301318,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301319,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301320,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301321,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301322,c37,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类,2026-07-28
301323,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
301325,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301326,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301327,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301328,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301329,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301330,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301331,c27,C27医药制造业,证监会行业分类,2026-07-28
301332,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301333,m73,M73研究和试验发展,证监会行业分类,2026-07-28
301335,c41,C41其他制造业,证监会行业分类,2026-07-28
301336,c21,C21家具制造业,证监会行业分类,2026-07-28
301337,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301338,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301339,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301345,c37,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类,2026-07-28
301348,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301349,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301353,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301355,c22,C22造纸和纸制品业,证监会行业分类,2026-07-28
301356,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
301357,c41,C41其他制造业,证监会行业分类,2026-07-28
301358,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301359,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301360,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301361,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301362,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301363,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301365,m74,M74专业技术服务业,证监会行业分类,2026-07-28
301366,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301367,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301368,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301369,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301370,f51,F51批发业,证监会行业分类,2026-07-28
301371,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301372,n77,N77生态保护和环境治理业,证监会行业分类,2026-07-28
301373,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301376,f52,F52零售业,证监会行业分类,2026-07-28
301377,c33,C33金属制品业,证监会行业分类,2026-07-28
301378,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301379,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301380,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301381,f52,F52零售业,证监会行业分类,2026-07-28
301382,i64,I64互联网和相关服务,证监会行业分类,2026-07-28
301383,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301386,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301387,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301388,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301389,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301390,m74,M74专业技术服务业,证监会行业分类,2026-07-28
301391,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301392,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301393,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301395,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301396,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301397,c36,C36汽车制造业,证监会行业分类,2026-07-28
301398,c33,C33金属制品业,证监会行业分类,2026-07-28
301399,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301408,f52,F52零售业,证监会行业分类,2026-07-28
301413,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301418,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301419,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301421,c40,C40仪器仪表制造业,证监会行业分类,2026-07-28
301428,i64,I64互联网和相关服务,证监会行业分类,2026-07-28
301429,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301439,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301446,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301448,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301449,m74,M74专业技术服务业,证监会行业分类,2026-07-28
301456,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301458,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301459,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
301468,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301469,c22,C22造纸和纸制品业,证监会行业分类,2026-07-28
301479,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301486,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301487,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301488,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301489,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301491,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301498,c13,C13农副食品加工业,证监会行业分类,2026-07-28
301499,c36,C36汽车制造业,证监会行业分类,2026-07-28
301500,c42,C42废弃资源综合利用业,证监会行业分类,2026-07-28
301501,c22,C22造纸和纸制品业,证监会行业分类,2026-07-28
301502,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301503,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301505,m74,M74专业技术服务业,证监会行业分类,2026-07-28
301507,c27,C27医药制造业,证监会行业分类,2026-07-28
301508,m74,M74专业技术服务业,证监会行业分类,2026-07-28
301509,c27,C27医药制造业,证监会行业分类,2026-07-28
301510,c40,C40仪器仪表制造业,证监会行业分类,2026-07-28
301511,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301512,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301513,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301515,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301516,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301517,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301518,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301519,n77,N77生态保护和环境治理业,证监会行业分类,2026-07-28
301520,m73,M73研究和试验发展,证监会行业分类,2026-07-28
301522,c33,C33金属制品业,证监会行业分类,2026-07-28
301525,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301526,c30,C30非金属矿物制品业,证监会行业分类,2026-07-28
301528,c40,C40仪器仪表制造业,证监会行业分类,2026-07-28
301529,c36,C36汽车制造业,证监会行业分类,2026-07-28
301531,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301533,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301535,c36,C36汽车制造业,证监会行业分类,2026-07-28
301536,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301538,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
301539,c36,C36汽车制造业,证监会行业分类,2026-07-28
301548,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301550,c36,C36汽车制造业,证监会行业分类,2026-07-28
301551,i63,I63电信、广播电视和卫星传输服务,证监会行业分类,2026-07-28
301552,c36,C36汽车制造业,证监会行业分类,2026-07-28
301555,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301556,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301557,c30,C30非金属矿物制品业,证监会行业分类,2026-07-28
301558,f52,F52零售业,证监会行业分类,2026-07-28
301559,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301560,c36,C36汽车制造业,证监会行业分类,2026-07-28
301563,f51,F51批发业,证监会行业分类,2026-07-28
301565,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
301566,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301567,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301568,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301571,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301575,c33,C33金属制品业,证监会行业分类,2026-07-28
301577,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301578,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301580,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301581,c36,C36汽车制造业,证监会行业分类,2026-07-28
301583,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301584,f51,F51批发业,证监会行业分类,2026-07-28
301585,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301586,c37,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类,2026-07-28
301587,c33,C33金属制品业,证监会行业分类,2026-07-28
301588,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
301589,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301590,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301591,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
301592,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301595,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
301596,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301598,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301599,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301600,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301601,m74,M74专业技术服务业,证监会行业分类,2026-07-28
301602,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301603,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301606,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301607,c36,C36汽车制造业,证监会行业分类,2026-07-28
301608,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301609,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301611,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301613,c36,C36汽车制造业,证监会行业分类,2026-07-28
301616,c34,C34通用设备制造业,证监会行业分类,2026-07-28
301617,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301618,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301622,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301626,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301628,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301629,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301630,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301631,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301632,m74,M74专业技术服务业,证监会行业分类,2026-07-28
301633,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301636,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301638,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
301656,c36,C36汽车制造业,证监会行业分类,2026-07-28
301658,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301662,c35,C35专用设备制造业,证监会行业分类,2026-07-28
301665,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301666,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301667,c36,C36汽车制造业,证监会行业分类,2026-07-28
301668,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301669,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
301678,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301680,c36,C36汽车制造业,证监会行业分类,2026-07-28
301682,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301683,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
301687,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
301696,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
302132,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
600000,j66,J66货币金融服务,证监会行业分类,2026-07-28
600004,g56,G56航空运输业,证监会行业分类,2026-07-28
600006,c36,C36汽车制造业,证监会行业分类,2026-07-28
600007,k70,K70房地产业,证监会行业分类,2026-07-28
600008,d46,D46水的生产和供应业,证监会行业分类,2026-07-28
600009,g56,G56航空运输业,证监会行业分类,2026-07-28
600010,c31,C31黑色金属冶炼和压延加工业,证监会行业分类,2026-07-28
600011,d44,D44电力、热力生产和供应业,证监会行业分类,2026-07-28
600012,g54,G54道路运输业,证监会行业分类,2026-07-28
600015,j66,J66货币金融服务,证监会行业分类,2026-07-28
600016,j66,J66货币金融服务,证监会行业分类,2026-07-28
600017,g55,G55水上运输业,证监会行业分类,2026-07-28
600018,g55,G55水上运输业,证监会行业分类,2026-07-28
600019,c31,C31黑色金属冶炼和压延加工业,证监会行业分类,2026-07-28
600020,g54,G54道路运输业,证监会行业分类,2026-07-28
600021,d44,D44电力、热力生产和供应业,证监会行业分类,2026-07-28
600022,c31,C31黑色金属冶炼和压延加工业,证监会行业分类,2026-07-28
600023,d44,D44电力、热力生产和供应业,证监会行业分类,2026-07-28
600025,d44,D44电力、热力生产和供应业,证监会行业分类,2026-07-28
600026,g55,G55水上运输业,证监会行业分类,2026-07-28
600027,d44,D44电力、热力生产和供应业,证监会行业分类,2026-07-28
600028,b07,B07石油和天然气开采业,证监会行业分类,2026-07-28
600029,g56,G56航空运输业,证监会行业分类,2026-07-28
600030,j67,J67资本市场服务,证监会行业分类,2026-07-28
600031,c35,C35专用设备制造业,证监会行业分类,2026-07-28
600032,d44,D44电力、热力生产和供应业,证监会行业分类,2026-07-28
600033,g54,G54道路运输业,证监会行业分类,2026-07-28
600035,g54,G54道路运输业,证监会行业分类,2026-07-28
600036,j66,J66货币金融服务,证监会行业分类,2026-07-28
600037,i63,I63电信、广播电视和卫星传输服务,证监会行业分类,2026-07-28
600038,c37,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类,2026-07-28
600039,e48,E48土木工程建筑业,证监会行业分类,2026-07-28
600048,k70,K70房地产业,证监会行业分类,2026-07-28
600050,i63,I63电信、广播电视和卫星传输服务,证监会行业分类,2026-07-28
600051,f51,F51批发业,证监会行业分类,2026-07-28
600052,l72,L72商务服务业,证监会行业分类,2026-07-28
600053,j67,J67资本市场服务,证监会行业分类,2026-07-28
600054,n78,N78公共设施管理业,证监会行业分类,2026-07-28
600055,c35,C35专用设备制造业,证监会行业分类,2026-07-28
600056,f51,F51批发业,证监会行业分类,2026-07-28
600057,l72,L72商务服务业,证监会行业分类,2026-07-28
600058,f51,F51批发业,证监会行业分类,2026-07-28
600059,c15,C15酒、饮料和精制茶制造业,证监会行业分类,2026-07-28
600060,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
600061,j67,J67资本市场服务,证监会行业分类,2026-07-28
600062,c27,C27医药制造业,证监会行业分类,2026-07-28
600063,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
600064,k70,K70房地产业,证监会行业分类,2026-07-28
600066,c36,C36汽车制造业,证监会行业分类,2026-07-28
600067,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
600071,c40,C40仪器仪表制造业,证监会行业分类,2026-07-28
600072,e48,E48土木工程建筑业,证监会行业分类,2026-07-28
600073,c13,C13农副食品加工业,证监会行业分类,2026-07-28
600075,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
600076,c20,C20木材加工和木、竹、藤、棕、草制品业,证监会行业分类,2026-07-28
600078,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
600079,c27,C27医药制造业,证监会行业分类,2026-07-28
600080,c27,C27医药制造业,证监会行业分类,2026-07-28
600081,c36,C36汽车制造业,证监会行业分类,2026-07-28
600082,f51,F51批发业,证监会行业分类,2026-07-28
600084,c15,C15酒、饮料和精制茶制造业,证监会行业分类,2026-07-28
600085,c27,C27医药制造业,证监会行业分类,2026-07-28
600088,r87,R87广播、电视、电影和录音制作业,证监会行业分类,2026-07-28
600089,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
600094,k70,K70房地产业,证监会行业分类,2026-07-28
600095,j67,J67资本市场服务,证监会行业分类,2026-07-28
600096,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
600097,a04,A04渔业,证监会行业分类,2026-07-28
600098,d44,D44电力、热力生产和供应业,证监会行业分类,2026-07-28
600099,c37,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类,2026-07-28
600100,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
600101,d44,D44电力、热力生产和供应业,证监会行业分类,2026-07-28
600103,c22,C22造纸和纸制品业,证监会行业分类,2026-07-28
600104,c36,C36汽车制造业,证监会行业分类,2026-07-28
600105,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
600106,g54,G54道路运输业,证监会行业分类,2026-07-28
600107,c18,C18纺织服装、服饰业,证监会行业分类,2026-07-28
600108,a01,A01农业,证监会行业分类,2026-07-28
600109,j67,J67资本市场服务,证监会行业分类,2026-07-28
600110,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
600111,c32,C32有色金属冶炼和压延加工业,证监会行业分类,2026-07-28
600113,l72,L72商务服务业,证监会行业分类,2026-07-28
600114,c33,C33金属制品业,证监会行业分类,2026-07-28
600115,g56,G56航空运输业,证监会行业分类,2026-07-28
600116,d44,D44电力、热力生产和供应业,证监会行业分类,2026-07-28
600117,c31,C31黑色金属冶炼和压延加工业,证监会行业分类,2026-07-28
600118,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
600119,g54,G54道路运输业,证监会行业分类,2026-07-28
600120,j69,J69其他金融业,证监会行业分类,2026-07-28
600121,b06,B06煤炭开采和洗选业,证监会行业分类,2026-07-28
600123,b06,B06煤炭开采和洗选业,证监会行业分类,2026-07-28
600125,g53,G53铁路运输业,证监会行业分类,2026-07-28
600126,c31,C31黑色金属冶炼和压延加工业,证监会行业分类,2026-07-28
600127,c13,C13农副食品加工业,证监会行业分类,2026-07-28
600128,f51,F51批发业,证监会行业分类,2026-07-28
600129,c27,C27医药制造业,证监会行业分类,2026-07-28
600130,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
600131,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
600132,c15,C15酒、饮料和精制茶制造业,证监会行业分类,2026-07-28
600133,n77,N77生态保护和环境治理业,证监会行业分类,2026-07-28
600135,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
600136,r87,R87广播、电视、电影和录音制作业,证监会行业分类,2026-07-28
600137,c18,C18纺织服装、服饰业,证监会行业分类,2026-07-28
600138,l72,L72商务服务业,证监会行业分类,2026-07-28
600141,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
600143,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
600148,c36,C36汽车制造业,证监会行业分类,2026-07-28
600149,d44,D44电力、热力生产和供应业,证监会行业分类,2026-07-28
600150,c37,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类,2026-07-28
600151,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
600152,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
600153,l72,L72商务服务业,证监会行业分类,2026-07-28
600155,j67,J67资本市场服务,证监会行业分类,2026-07-28
600156,c17,C17纺织业,证监会行业分类,2026-07-28
600157,d44,D44电力、热力生产和供应业,证监会行业分类,2026-07-28
600158,r89,R89体育,证监会行业分类,2026-07-28
600159,e47,E47房屋建筑业,证监会行业分类,2026-07-28
600160,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
600161,c27,C27医药制造业,证监会行业分类,2026-07-28
600162,k70,K70房地产业,证监会行业分类,2026-07-28
600163,d44,D44电力、热力生产和供应业,证监会行业分类,2026-07-28
600165,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
600166,c36,C36汽车制造业,证监会行业分类,2026-07-28
600167,d44,D44电力、热力生产和供应业,证监会行业分类,2026-07-28
600168,d46,D46水的生产和供应业,证监会行业分类,2026-07-28
600169,c35,C35专用设备制造业,证监会行业分类,2026-07-28
600170,e48,E48土木工程建筑业,证监会行业分类,2026-07-28
600171,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
600172,c30,C30非金属矿物制品业,证监会行业分类,2026-07-28
600173,k70,K70房地产业,证监会行业分类,2026-07-28
